,0,1,2,3,4,5
0,-0.022903007296542974,-0.03247243750271706,0.03316870745205997,-0.03809335072833918,0.003795061243897654,0.10374846578058143
1,0.09939616617206552,0.0604737863133931,0.026694416605529552,-0.5307846888919607,-0.12030936621334996,0.16363838707050893
2,0.031767308102815243,0.2598749978778638,0.14022559955545902,0.6465694649552947,0.055770207812179534,-0.09704963188082211
3,-0.005255558668727639,0.4088485639162101,0.10953352853387989,0.5870037950457263,0.01618433371590379,0.03914856717280321
4,-0.07926603409248355,0.2553423645444192,0.22930808358223384,0.3917603389953056,-0.13629257204559975,0.03340064788413808
5,-0.14364476012076716,0.49104879701868775,0.08564939930287095,0.4510898881274239,0.00911122627476089,0.10588826966576752
6,0.005622947883398567,0.12364714947821584,0.5401501829145243,0.004221370070845871,0.18345833063317543,0.1387981544278356
7,0.08435816196450598,0.10650465530768931,0.6524959321519357,0.05653765900178088,0.0792027996817198,0.20858042855030548
8,-0.03394649279941178,0.04979589724263709,0.545877488771518,0.100286266271325,-0.012371699427627753,0.054479586593039385
9,0.23161662000084396,0.008989300277344368,-0.6727853849272493,-0.08998025930991328,-0.1534508781468027,0.22697700793235848
10,0.29340234085244843,-0.14364360524623213,-0.5597042578853008,-0.04706994275189559,0.02561429674709572,0.0957789759463294
11,0.05310217792501825,-0.5214772311681704,0.026491964639925605,-0.09054496657075742,-0.05928098249051789,0.3320186688369597
12,0.2631889047676104,-0.6229232404077716,-0.11075757914948126,-0.07455019428372316,-0.030440051304577546,0.2912036112767462
13,0.0011900037751594443,0.6305648503736853,0.07741736122774973,0.1538827512299208,0.21421251943635752,0.09215221395835706
14,-0.14723885318139546,0.6828177539240105,0.10390412085697516,0.2065131034711728,-0.1332716592037128,-0.037736588020008816
15,0.021978333138876704,0.5043836580777711,0.3123831289830811,0.048447820665381676,0.18521833549980493,-0.11350851676225297
16,0.7909665285368527,0.0334690014451953,-0.040014447350224094,-0.19151604245884765,-0.0773784808941419,-0.16815916325221011
17,0.7770849466899518,-0.017659209523006772,-0.021736711438982613,-0.15558623637471458,0.007642926468215149,-0.1993909910966605
18,0.7281873265895722,-0.03614561449128165,-0.06746019762482698,-0.02313413589622171,-0.015324827383341908,0.021925780669777382
19,0.5977856557596832,-0.27707279839857635,-0.18370429614923822,0.01861507406003484,0.06451107795593079,0.1828887815674134
20,0.534790820884521,-0.11293747690978599,-0.04097175581356074,0.09644977645427776,-0.16458109904987123,0.11185692348110797
21,-0.00891931469978408,0.302317596428347,0.10733111886041138,-0.0013420582356740316,0.46434463917656854,0.1674162233531713
22,0.16146455125843723,0.020296108724663753,-0.10051681804934567,0.04691938039946383,-0.5006430098326111,0.08416413266623135
23,0.019624798156359296,0.40211954072721834,0.07042895785970012,0.0636339420630631,0.5478420300745028,0.12081641686966639
24,0.2287211404066698,-0.09264769825016383,-0.030003059580323715,0.14801512499119335,0.34628284283407584,0.2022861667618369
25,0.06801994465598488,0.0009195555902269557,-0.06223948037694253,-0.05313795796702134,-0.5799327583387095,0.10662122910884982
